*
*
*
*
*
2022/08/18 20:15:03 174					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 20:15:03 225					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					TRACE  							Revisara el resultSet
2022/08/18 23:23:01 850					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:23:01 872					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 23:23:01 876					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:23:01 883					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:01 906					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:01 912					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 23:23:01 922					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1

2022/08/18 23:23:01 925					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 23:23:19 200					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:19 254					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:23:19 258					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:19 345					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:19 369					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:23:19 372					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:19 405					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$getAll$3						INFO							SELECT * FROM test WHERE  (name = 'Jose' ) AND  (isMayor = true );

2022/08/18 23:23:19 414					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSet  					INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:23:19 440					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:19 444					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							2   Jose   Bran   true

2022/08/18 23:23:19 448					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							3   Jose   Bran   true

2022/08/18 23:23:19 455					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							4   Jose   Bran   true

2022/08/18 23:23:19 931					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:19 992					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:23:19 996					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:20 043					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:20 060					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:20 057					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:20 053					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:23:20 069					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 23:23:20 074					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:23:20 084					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:23:20 108					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:23:20 115					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 23:23:20 123					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1

2022/08/18 23:23:20 126					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 23:27:36 027					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:27:36 083					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:27:36 087					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:27:36 223					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:27:36 226					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:27:36 191					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:27:36 272					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$getAll$3						INFO							SELECT * FROM test WHERE  (name = 'Jose' ) AND  (isMayor = true );

2022/08/18 23:27:36 282					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSet  					INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:27:36 309					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:27:36 313					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							2   Jose   Bran   true

2022/08/18 23:27:36 330					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							3   Jose   Bran   true

2022/08/18 23:27:36 355					josec  							io.github.josecarlosbran.JBSqlLite.Pruebas.Principal		lambda$PostgreSQL$0					INFO							4   Jose   Bran   true

2022/08/18 23:27:36 856					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:27:36 918					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:27:36 922					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:27:36 950					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:27:37 011					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 23:27:37 015					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:27:37 042					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:27:37 019					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:27:37 053					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 23:27:37 057					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.lang.NullPointerException: Cannot invoke "java.lang.Integer.intValue()" because the return value of "io.github.josecarlosbran.JBSqlLite.Column.getValor()" is null

2022/08/18 23:27:37 059					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Tipo de Excepción : class java.lang.NullPointerException

2022/08/18 23:27:37 070					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@7646d452

2022/08/18 23:27:37 067					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Mensaje de la Excepción : Cannot invoke "java.lang.Integer.intValue()" because the return value of "io.github.josecarlosbran.JBSqlLite.Column.getValor()" is null

2022/08/18 23:27:37 065					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:27:37 062					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					FATAL  							Causa de la Excepción : null

2022/08/18 23:27:37 061					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida
*
*
*
*
*
2022/08/18 23:29:07 796					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:29:07 866					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:29:07 871					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:07 921					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:29:07 943					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:29:07 946					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:07 947					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 23:29:07 953					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:29:07 971					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:08 033					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:29:08 051					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 23:29:08 058					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1

2022/08/18 23:29:08 062					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 23:29:35 803					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:29:35 874					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 23:29:35 879					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:35 910					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:29:35 950					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 23:29:35 955					josec  							io.github.josecarlosbran.JBSqlLite.Search.Get  		lambda$get$0							INFO							SELECT * FROM empleado WHERE  (Ficha = 120682 );

2022/08/18 23:29:35 954					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:35 960					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		procesarResultSetOneResult 				INFO							Obtuvo un resultado de BD's, procedera a llenar el modelo

2022/08/18 23:29:35 978					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:36 050					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 23:29:36 078					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							UPDATE empleado SET Puesto=?, Nombre=? WHERE Ficha=?;

2022/08/18 23:29:36 092					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 23:29:36 089					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$3 					INFO							Filas actualizadas: 1
